Vendor_Batch,vendor_yield,offset,driftelite,prod_val,smartcal,resistance_yield
523860-01,-0.18808414054537967,172,153,142,240,-0.2648359842802083
523288-11,0.8262469440915788,151,136,138,166,0.3584154001752765
523288-08,-0.5351013152719868,165,164,142,157,-0.9850815501500606
523288-06,0.013386843201160263,211,210,193,236,0.19180276173728303
523288-11,-0.07647441277444066,152,125,140,171,0.2614171546794703
523288-06,0.03948096311290233,211,210,193,241,-0.8276080146963586
523288-06,0.8161139435986331,160,155,144,195,0.5329371570306434
523288-09,-1.2799326635535642,193,222,193,241,-2.304883294378816
523860-04,0.10616990886471653,136,125,87,143,-0.15508564417389284
523860-01,1.9433034185084839,207,134,193,241,1.988086220671934
523288-11,1.2123365444081844,118,142,141,164,2.0097914544428908
523288-11,-3.2414283352059186,152,180,141,198,-3.0119848463822207
523860-04,-1.0711254210512178,107,143,95,140,-1.0918597837065631
523288-11,0.5794922246702338,202,222,145,241,-0.011653583043122584
523860-10,-0.9095597397813346,208,222,133,230,-0.6021004300622914
523288-06,-1.1126228286598665,208,214,193,237,-0.7680532298044145
523860-10,-0.5412825828979325,176,202,141,157,0.3736710752373775
523860-04,-1.431122125897181,107,125,87,145,-1.780799184962612
523860-04,0.13670380015873523,107,148,96,140,0.4728521679691795
523288-10,0.7973660072182687,169,200,141,205,1.3324669665133158
523860-04,-0.5409097980710957,140,133,113,171,-0.029052366635342275
523288-11,-0.4098466216751195,138,155,146,176,-0.43133897144139577
523288-08,-1.5545608254717487,149,162,129,197,-1.841727390047422
523860-10,-0.517926520633436,131,168,143,145,-0.4151398216388432
523288-09,0.856600195470033,197,222,193,239,-0.3483492728703158
523288-11,-0.7980857606292858,209,141,188,226,-0.3331896550693235
523860-04,1.7512737305147734,108,125,118,140,1.8683158028449824
523288-11,0.6260777138244045,107,184,130,189,0.3959404686357326
523860-04,0.31822395488824745,117,133,132,157,1.205899736705644
523860-10,0.5260847916551088,153,222,139,236,0.9763592968445287
523860-10,0.09209644878364649,170,175,137,144,0.2625040532433947
523860-10,-0.530226106412775,165,193,143,217,-0.23207289619718313
523860-10,-1.4263195225859373,152,222,144,229,-1.2040393771281575
523860-10,-0.2474621289644596,180,202,144,140,0.024485235310445247
523288-09,-0.399526616516853,143,188,141,239,-0.1805110328157415
523288-10,-0.22300839637033731,153,186,145,202,0.03985422080967882
523288-10,0.6287936312280735,157,187,147,191,0.5162904156612598
523288-11,-0.21352174462259252,174,142,142,178,-1.0223164696866913
523860-10,-0.5837269840475543,169,174,142,150,-1.017939757080661
523860-10,-1.1505812216942777,149,180,135,182,-0.8438034020524185
523860-01,0.4061674904561587,202,194,193,241,0.3512360878962434
523860-01,0.2793476999704306,203,208,193,241,0.9821317922112547
523288-09,0.8397817332836844,195,213,191,239,1.293445351809088
523288-10,0.5618217355312731,155,179,141,241,-0.0888908034391217
523288-06,-1.034885308328476,207,222,193,238,-1.5577142973917322
523860-01,0.688007412492511,202,217,193,239,1.0232671349630134
523288-10,-1.564425209010825,166,192,144,200,-1.457622746556843
523288-10,0.2483392109923331,180,147,144,201,0.9687898978364142
523860-01,0.5030840038929779,150,153,141,228,0.4067188862212985
523288-10,-1.5910964838214157,179,187,147,240,-2.094427475961416
523288-06,2.3410601654145466,197,214,193,240,2.3573624816588996
523288-10,-1.5279578511310132,166,177,130,201,-1.6796834312269504
523860-01,1.2005813638813496,206,210,142,241,0.9002687656002875
523288-10,-0.8516173262934889,155,174,154,204,-1.555527108092579
523860-04,-0.0621476858756927,107,125,112,140,1.3315411699018669
523860-10,-1.343199823508946,179,191,138,172,-1.3657966414638
523288-06,-0.7458547098206842,211,222,193,241,-0.7620848988816314
523860-04,-0.8507874558438827,107,125,113,140,-1.510689335194651
523860-01,-1.849646476363622,202,219,193,235,-2.654079499537835
523860-01,-0.7877026585385561,160,172,193,241,-1.044003503019288
523860-01,-1.1945389350414628,186,154,193,241,-2.3405490168927803
523288-11,1.1035569310655298,203,185,136,172,1.2203072296907487
523860-10,-0.5910490492095077,150,181,135,216,-0.3403779574877901
523288-11,0.035908008437781025,149,166,135,170,-0.5207003043256053
523288-10,-0.31543598951415697,161,177,140,218,-0.4426696517818396
523288-08,0.9673324011035843,167,167,149,186,0.5877060961729058
523288-10,0.7028807860620847,163,153,148,179,0.14336562127462715
523288-08,-0.214481178865103,148,139,131,170,-0.19819098600358684
523860-01,-1.0698632714646248,211,219,193,235,-1.386053900930348
523288-09,-0.38892621064161875,199,183,142,241,-0.2688383705762247
523860-04,2.005718914439203,107,125,110,140,1.73593748868207
523860-10,-0.06806517667832532,156,182,143,226,-0.4559363597955933
523288-08,-0.18227516745314137,134,147,129,239,-0.24674622844413976
523860-01,1.7774626568917893,203,215,193,241,1.3556964642147178
523860-01,-0.8826666444556543,210,222,193,240,-0.7050635717149423
523288-09,-1.311870948306511,203,222,183,225,-0.7649942449399719
523288-11,1.3474861637302444,150,171,136,164,1.8210828320287513
523288-10,-2.2173224567583496,169,185,151,192,-2.7492925906077543
523288-09,0.1300910682701427,201,222,193,236,-0.027859624825605445
523288-10,1.3230379439847006,165,165,151,207,0.896813032771986
523288-08,-0.10622504160393481,151,149,139,223,-0.43477217377600974
523860-01,-1.5556137681474167,197,219,192,239,-2.8161321243568844
523288-11,-1.4043141776043053,149,176,131,211,-1.5909581776347865
523288-09,1.0252824270924144,192,222,135,164,-0.08479024837139137
523288-11,0.7529513580189049,148,177,139,234,1.458543027452667
523288-10,0.6532256366416906,152,222,193,226,1.236624222875647
523860-01,0.7450089293655268,163,217,193,187,-0.37360575346844527
523860-04,-0.8783133882778458,205,140,193,152,-0.5244744143922278
523288-09,-0.894957241355807,203,222,188,240,-1.6044402179090227
523860-04,0.9328793989241279,107,164,121,141,1.378608892735145
523860-01,-1.2278757714550892,203,221,144,233,-0.7820638921191947
523860-04,0.5564874664917826,107,125,92,140,0.42796764427398953
523288-08,1.443299989731942,139,135,97,170,1.9900157351782268
523288-09,0.5661677529944648,194,222,193,237,0.8261880042995445
523288-08,-1.1670979794130816,151,150,131,179,-1.248374235328603
523860-10,0.28305477934646633,172,174,141,220,-0.8131018911155035
523288-11,0.3898779796822236,144,175,131,169,0.17032050426549575
523288-08,0.37558666209635505,107,164,135,176,0.6474408710048833
523860-04,1.481638461619513,107,125,99,140,1.2385641881791876
523860-10,-0.4036997003186339,164,166,151,235,-0.9498392102799342
523860-04,-0.1974613632211104,113,125,94,140,0.24217375727200163
523288-10,0.32463222367241473,164,197,148,184,-0.011707895185033124
523860-01,0.1374785569605038,207,222,193,238,-0.2694972964622876
523860-10,-0.6177831917394799,166,162,140,238,-0.730517834559989
523288-08,1.4880792240912195,150,158,127,169,1.4412033364478583
523288-11,-0.2991973877828287,161,162,137,169,-0.8978492275547534
523860-04,-1.9600171140986427,144,125,138,140,-2.638298562517991
523288-09,-0.23250137471617263,198,222,177,241,0.04839789379535228
523860-10,-0.6648680941528038,166,222,191,230,-0.8548498864214529
523288-09,-1.5496864467415385,154,215,193,228,-2.0370760069128004
523860-01,-1.0872235379438664,207,222,193,241,-2.4796567707810935
523288-11,0.19951714918635197,162,150,132,213,-0.4700623631181523
523288-11,0.5889165208392814,140,186,136,206,1.044667418860139
523288-06,-1.9737571961023446,192,222,193,237,-2.0487229987933966
523860-10,-0.2819274362649418,182,181,145,237,0.3720722906769747
523860-10,-0.5050843260674351,160,135,141,175,-0.6764626361989254
523288-06,-0.30134850419214465,211,222,193,240,-1.1569038231069162
523288-11,-2.0678947342922056,107,133,138,150,-1.0190321756251213
523288-08,-1.4200147776371277,197,222,181,238,-1.237537537683853
523860-10,-2.626111023301883,176,187,137,232,-2.0841432870328425
523288-11,-1.3821024233822092,135,181,136,174,-1.3436832893482387
523860-01,0.7123554475098638,196,222,193,241,-0.3374189569116425
523860-01,-0.25897922869402906,210,219,193,239,-0.7091409216752403
523288-08,-0.3910654788886815,153,145,128,160,-0.6315951504531558
523860-04,0.5615649960305241,111,125,88,140,0.545927268586174
523288-06,-0.4473230457751305,211,213,193,232,-0.222580009637903
523288-11,-1.1709319744540412,158,192,146,168,-1.3253374916229896
523288-10,-1.5775194856096637,165,195,147,233,-1.6003693991549217
523860-04,0.06962420215847662,128,137,104,150,0.7168138623305985
523288-10,1.3056308341225076,185,169,146,195,0.7538589936503494
523288-10,0.25045920690494433,185,219,193,241,0.45351462314266666
523288-10,-0.029564230548095257,170,147,147,240,0.9261320135623426
523288-06,0.7087659129155098,201,217,193,234,0.7651999819676859
523288-08,0.2817328638667713,205,166,133,235,0.1800717046207756
523860-10,0.4179923267510607,206,222,185,229,0.08687220967483272
523288-08,-1.48719273012649,202,217,125,206,-2.3267590238283415
523860-04,-0.8257434213895821,107,133,96,150,-0.38051896722775463
523288-10,-0.16322388338541124,169,187,145,222,0.38513963726706124
523288-06,-3.2559589679960497,161,193,193,228,-2.9960763685832386
523288-08,0.9826989340359329,152,142,132,156,0.614435298502406
523860-04,0.6353169998115772,181,197,193,229,0.35282245205714113
523288-09,0.9958844904108235,133,149,143,152,1.2087670603785188
523288-10,-0.824143648409167,211,216,147,238,-1.0378053867468608
523288-09,0.2808199807094715,191,222,193,240,-0.09988080635965402
523860-04,-1.4296820172982436,133,125,110,140,-1.7626108461344199
523288-06,0.5813941111029598,211,222,193,241,0.7697216288422843
523288-06,-0.676680029385862,139,222,193,238,-0.5528417347167411
523288-06,-0.6670870037562813,193,222,193,233,-0.7631614266505744
523288-10,-1.3730920384149492,173,162,154,207,-2.3578654062393962
523288-09,0.3543576515680861,200,222,174,236,0.8487550060286116
523288-11,0.15111500873374628,168,163,120,150,-0.29474927184558114
523860-04,-1.6749969336687003,107,125,110,140,-1.4818312908802964
523288-08,0.14561831660764057,109,157,133,187,0.30911429651559275
523860-01,-0.8723308346155679,167,181,193,241,-1.1617582874112071
523288-06,-0.7003019875376099,211,222,193,241,-1.019835856480603
523288-06,1.0647832979531895,211,219,193,240,1.791436205959105
523288-11,-0.10236014644627352,166,170,132,151,-0.23967280478748976
523860-04,-0.6167469173885698,107,125,105,147,-0.6177368879812741
523288-09,1.2670524640186362,176,216,188,238,2.1845263362467304
523288-11,0.30630479320212856,174,150,136,188,-0.44719355073810674
523288-08,0.3321862621587426,184,216,181,140,0.6871048865740781
523288-10,0.47511335507561386,172,184,150,186,0.8212286243780637
523860-01,-1.2236711265760298,161,187,138,178,-1.2626884294685763
523288-09,0.27673344441283054,192,142,183,182,0.2958417917677401
523288-06,-1.134247962163236,211,161,180,239,-1.7749935102422931
523860-01,0.7930035494094136,211,207,193,229,0.8530327626359873
523288-08,-1.5456287197872203,195,144,193,163,-1.5707273761735978
523288-09,-0.5709796925705571,183,216,193,231,-0.6374181469293728
523288-11,-1.9437787760587688,157,185,141,165,-1.9258021908940433
523860-01,-0.44360741163737966,211,221,193,238,-0.19392353116764338
523860-04,0.8174057258696631,119,164,101,140,0.7186052642545635
523288-08,-1.2157249174768319,119,152,126,154,-1.6944109160582348
523288-10,-0.04159565966920395,211,160,155,241,-0.22715316284165218
523288-08,0.7776391242584512,194,222,134,241,1.2025015412133984
523288-09,-0.5719356627134403,187,222,185,241,-1.0814452427595125
523288-06,0.4923293996880343,211,218,193,241,1.0215427489481517
523860-01,-0.061800312122027475,170,218,193,241,-0.312193099687609
523288-06,0.12599067886642953,211,222,193,226,-0.733354139234533
523288-09,-1.5853412991397626,189,219,132,233,-1.3953297772755022
523288-10,0.41815975578550674,145,178,146,227,0.2593619849792945
523288-09,0.6497052313819354,133,213,193,227,1.067867182346161
523288-06,0.28617267960464665,210,137,139,147,0.1738904280152243
523288-11,-0.23383278699741514,196,141,192,233,0.191222516926187
523860-10,0.7182645466666157,160,159,135,143,0.8594004332339293
523288-11,-0.5370019017031106,149,142,136,171,-1.0062025877362637
523860-04,-0.7590345673737934,122,125,91,140,-0.8851942231123063
523288-08,0.47260991162028543,159,139,125,140,-0.33763027817792124
523288-09,1.9683289739455414,199,209,193,241,1.5337460236918665
523860-04,0.6355478824914589,107,129,123,140,0.7614535094909016
523288-06,-0.5339421612320594,203,214,193,235,-0.2292098752620465
523288-11,-0.10844966734631822,113,178,132,169,-0.48864078822374907
523288-06,-0.595714367019393,211,222,193,241,-0.7682146607463204
523860-01,0.5159476626702857,192,209,193,235,0.34376605402010574
523288-10,-1.8434246217224433,167,179,143,221,-1.7167657823849372
523288-10,0.28178365629885915,174,189,149,203,-0.3068609967354192
523288-08,0.9146615623803351,143,168,130,174,0.6186837921399821
523288-08,-0.8495967948040367,165,180,131,164,-1.147189681685436
523288-09,-1.7137286103659384,190,222,187,241,-1.7785368826386545
523860-04,0.6247489394893083,107,125,90,156,0.5607357076180701
523288-10,-1.9121216557305862,166,181,149,200,-1.42656401848025
523288-09,-1.7065343159557944,203,217,190,235,-1.4522350584196744
523288-06,-0.3835296710062253,145,222,193,232,-0.3632462031965478
523860-04,0.13827678971465587,107,144,103,140,0.5095388910292119
523860-10,1.2460616044713007,181,159,143,140,1.2209400797123724
523860-04,0.41389952769950517,112,125,94,140,0.20458073828597817
523860-10,0.8289965737903875,113,180,147,140,0.9520400522661615
523288-09,-0.6091174942005483,200,216,193,239,-0.35531294536483593
523288-11,0.6165589907283308,108,164,139,159,0.9082069240017833
523288-10,-0.3597494850688813,136,165,126,241,0.2202278911719346
523288-11,0.4360261758740325,147,158,140,178,0.09641607071306796
523288-10,-0.40154965777934887,211,177,149,203,-0.627215961531916
523860-01,-0.03694480158393193,209,220,193,233,0.2887785841814511
523860-10,0.21102421893047796,173,161,149,140,0.1603332732265185
523288-11,-1.0978007478139786,160,159,144,165,-0.43281232673033343
523860-10,-0.6878778116599605,173,158,141,234,0.18621993182275876
523288-08,-0.9752028578161228,155,168,135,192,-0.8799475632861176
523860-10,-0.16620990288439497,207,188,193,231,-0.2981571687632314
523288-09,0.39224348282725674,116,209,87,182,0.8815711209469475
523288-11,-1.563032986058567,165,180,141,206,-1.0491523555776237
523860-01,-1.5238484819021463,194,153,110,235,-1.637781126539169
523288-09,-0.7600220246642078,157,215,130,238,-0.5133294669231329
523288-10,0.4911479178057854,130,222,147,241,0.47584816568111626
523860-01,-1.252042872278896,198,217,193,233,-1.3114040030721965
523288-11,-0.12807696094081295,198,148,183,175,0.39255280167463585
523860-01,0.9176690382722434,211,208,96,214,1.9339079052626311
523860-10,0.8743346540847641,174,173,133,160,1.518547834156657
523288-10,2.014027311794821,174,197,153,210,2.0163379361262415
523288-09,-0.2586371173228541,187,139,193,181,0.4148300104941872
523288-09,0.817233253635548,205,156,193,237,0.2940580647123665
523860-01,-0.15694607671406705,206,222,143,241,-0.4015832146532662
523860-10,1.164041350459052,167,162,129,230,-0.014892766799782464
523288-06,0.5611586408776649,207,212,193,186,0.9647738579942811
523860-10,0.2611414721470043,161,152,142,224,-0.08906760434153149
523288-10,0.9188940165982735,131,181,144,197,0.7987927297551941
523860-04,-1.644021930839203,135,125,103,164,-1.3523920392230961
523288-09,-0.19475243863527458,196,222,187,229,-0.02744869767498137
523860-01,-0.40297442684160556,211,218,193,238,-0.022729408248917338
523288-10,0.25848101177824184,129,172,142,237,-0.1894442120829311
523860-10,-0.9929999766411431,163,196,139,223,-0.7275629646148547
523288-06,0.22477987494135962,160,220,193,241,0.9581220106056857
523288-10,0.587635327749957,146,178,141,192,0.6878049806235095
523288-09,1.681283301182844,195,141,192,238,2.0806567833774894
523288-11,-0.7077875450981328,153,222,137,180,-1.3015622706308547
523860-04,0.9955847392541141,116,125,88,140,1.0195123683360294
523288-09,-1.4848682332312153,146,125,131,169,-1.7960374775658141
523288-10,-0.0056680719882534125,131,175,148,228,-0.3956291148398165
523288-10,-2.2717170564401714,140,222,148,241,-3.0545987156328454
523860-10,-0.37938087592145925,169,194,142,160,-0.735266502742834
523288-06,0.21880182613726423,211,214,193,238,0.41389832373027824
523288-10,0.20143077862960856,159,173,143,192,0.1654833191290988
523860-04,0.7537674604191811,141,125,103,140,0.7539716172520007
523860-04,-0.36299499747754005,185,217,91,224,-0.008233412154690756
523288-09,-1.9140931354645356,197,222,190,230,-2.03690200187599
523860-10,-0.8778722363923239,165,177,143,222,-1.0936152880638628
523288-06,-1.182699609100796,203,215,193,239,-0.5087176917023459
523288-11,-0.31722841573682964,153,157,136,157,-0.6395215195044116
523288-08,0.1956358124066172,156,168,135,175,0.9825540520864547
523288-11,-0.343025165667524,204,218,193,240,-0.292626928515477
523288-06,0.1884234998915425,211,219,193,241,0.25622012975186703
523860-01,0.12020164930384625,204,220,193,241,0.4202671523468855
523288-06,-0.13364892529499728,211,220,193,233,0.1936729949390963
523288-10,0.41627407113372117,160,222,141,241,0.8815038776463593
523860-04,-0.8763850426732215,107,133,111,142,-1.4636268028237158
523860-10,0.12619522972600952,181,179,149,224,0.5828094614088544
523288-08,0.12297512478771383,141,156,136,168,0.030505944084117817
523288-10,0.5161318532712215,173,171,149,219,0.5695582392325443
523860-10,-1.5572598994253288,173,176,147,150,-1.3987982089192172
523288-10,-0.2565631603935311,178,156,145,177,-0.31228749116122734
523288-09,-0.719337433845135,114,142,141,159,-0.8771308276659526
523288-06,0.05581927104917734,211,215,193,230,-1.0146971204915534
523288-10,-0.24341785275273586,163,170,193,238,-1.5029595935908815
523288-06,-1.8351600706829876,202,152,140,197,-1.337178417363561
523860-10,-1.9949428241829732,172,199,143,234,-1.930098414870078
523288-11,0.728775311193313,155,172,133,238,0.7525809461233357
523288-10,-1.2974392666758894,155,167,141,225,-1.560322060487046
523288-09,-1.134362116286251,183,129,182,225,-0.7240435857500522
523288-06,-0.19312892578422272,205,222,143,228,-0.7401337641916702
523860-10,-0.5069135428937701,155,189,142,140,-1.051462514721193
523288-10,-0.8633490852206785,150,169,116,188,-0.22888708113741807
523860-04,-0.18875617529820782,199,125,94,153,-0.6144455628143211
523288-11,1.0959509425768448,145,158,132,167,1.6948381456418085
523860-01,0.26954056972262963,206,221,193,241,-0.15664974756735628
523288-10,1.0942069105873684,165,160,150,219,0.8032022177074698
523288-11,1.4223288722643543,132,161,193,226,1.524418266766237
523288-10,0.9057874419756841,152,198,143,179,2.251521826592284
523288-09,0.26525682998362154,191,222,193,233,-0.3321888543107764
523288-09,-1.983088519600315,203,222,193,241,-2.1475235418644187
523288-11,1.0576178089065444,208,222,180,191,0.8335997179910551
523860-10,-1.5654773767761012,161,181,142,147,-1.406883643127066
523860-04,-0.4996283432897566,138,153,89,154,-0.4334092653188625
523860-10,-0.6232109751448085,159,158,193,235,-0.4339550422680272
523288-10,0.13579602989538728,162,166,149,203,0.061004594544014426
523288-06,0.33296767256126963,211,215,193,223,-0.39437091445225064
523288-06,-0.6649038992764199,211,222,193,162,-0.44220499210316355
523288-10,-0.3417776583217001,162,178,151,209,-1.4527267638283181
523288-10,-0.72559590313552,157,135,193,195,-1.980143259143818
523860-04,0.43640915016141746,159,125,102,140,-0.2784805089162816
523288-11,-0.027099021362514235,156,158,137,140,0.4831378591002344
523288-06,-1.7276040228244014,209,222,193,241,-1.5616906476448937
523860-01,0.3636983693356367,211,214,193,241,0.13069132001054448
523860-10,0.9000429957686156,173,176,135,237,0.5389433955360755
523288-10,0.3525185694887806,162,167,151,181,1.3886158638101498
523288-09,0.4810317354845922,180,210,191,232,0.09730362129752634
523860-10,0.2917985252859857,166,181,145,162,0.19416135657490385
523860-01,-0.324840757166626,203,213,193,233,-0.18703257602968465
523288-10,-1.6778591847611293,160,125,133,192,-1.7561542464320234
523288-10,-0.8661504972219725,147,142,148,215,-1.2455508990875965
523860-04,-0.9839729489307671,107,127,180,140,-1.3619065716296892
523288-10,1.338344745147493,163,178,147,182,1.458104341697775
523860-04,-0.7767036581732606,107,125,88,219,-0.43292488194537143
523860-01,0.3682595847199524,208,222,193,235,1.0121235828376784
523860-01,2.076211974570146,199,221,122,241,1.268005900217994
523288-08,2.184303870340515,140,125,139,179,2.5535853837576634
523288-10,0.9960690686593133,143,171,138,190,0.4557451317634078
523288-09,-0.49702733773827995,187,219,189,235,0.08775384998254337
523288-11,-0.09735014511295284,198,188,189,241,-0.8419020338846771
523288-08,-0.6728302994778167,168,125,134,175,-0.7250809989983271
523288-11,2.6280254485752605,211,222,193,241,2.625494485984173
523860-01,-0.5246216687189149,193,128,193,241,0.14353884139121875
523288-11,-0.4966743869545397,147,190,132,167,-0.2814200450213201
523288-06,0.5030363375315849,210,218,144,241,-0.5156830490564499
523288-08,0.11309785224689343,157,132,131,173,-0.9486042033637897
523860-01,0.7188461165235819,211,222,193,241,0.15049692960005634
523860-04,0.2629893403360143,131,126,87,140,0.005170806432405806
523860-01,0.9409037191530968,164,131,193,182,1.435770236912843
523860-01,-0.4870767590134655,211,214,193,193,-0.10418644246568942
523288-08,0.503792120713048,153,148,141,186,1.1808932968553214
523860-04,0.6009988801027899,114,125,104,152,0.28405990053307045
523860-04,1.0672773382302467,204,202,193,222,2.1642940535758335
523860-10,0.07475283640129948,163,167,144,226,0.1389613682076191
523860-04,-1.692050505247292,144,125,123,140,-1.8719423241639406
523288-06,0.11458065129578758,201,222,193,240,-0.06125223783839763
523288-11,0.6811178599009601,203,159,137,236,0.8637745908057762
523288-10,0.5129613894122839,166,189,152,203,0.24670274687564242
523288-09,1.7057836096208034,207,194,189,241,1.9750759699680265
523860-01,1.7862224921636216,170,149,183,241,1.0469050879722412
523288-11,0.26489075771452425,155,162,192,188,-0.4711123850164512
523288-11,0.06895491916406137,107,159,124,181,-0.787109195791904
523860-10,-0.27458519344327986,171,162,139,181,0.26192056759993515
523288-08,0.011078773669274622,159,156,139,166,0.4323842892776285
523288-08,1.4846615895054884,116,171,139,233,1.411324546492388
523860-01,-0.044156280223254414,195,218,193,232,-0.6162683799866365
523288-06,0.18097036363704075,211,222,193,241,-0.4814809690140136
523288-09,0.851885463257415,135,187,134,241,0.8941224765884145
523860-01,-1.6273886892328586,202,222,134,240,-1.5252596485540828
523860-04,-1.7801410215908942,166,125,126,177,-2.6574382126142835
523860-04,-0.7579363120414627,107,125,122,140,-0.9512090366832882
523288-10,1.0658932390583782,177,190,193,200,0.8883117191381318
523860-01,-0.750505098039285,198,180,193,179,-0.6569614884810314
523288-10,-0.17932082455614623,152,182,149,203,0.22870201107958193
523288-06,-0.7971558186839728,211,222,193,233,-0.5621169557664427
523288-08,1.216974541637382,167,177,131,172,0.9384213673457088
523288-11,0.9530506429960578,157,149,140,176,1.3507766674773831
523288-11,0.6368388119854371,204,152,193,179,0.164948162012391
523860-04,-0.8045602134044314,107,125,98,140,-0.9285709067421553
523860-10,0.7671552419536151,181,174,138,140,0.38157611605016534
523860-01,-0.007065236885090734,199,129,141,240,0.5501675334967517
523288-10,-1.0105569767947347,169,187,142,221,-0.19854276071555954
523288-06,0.21772470171749142,211,220,193,240,0.7613734077530081
523288-06,-0.08903559184257501,210,220,193,241,-0.4737625936964551
523860-01,0.6890944187253794,192,149,193,241,0.3771575827151948
523860-10,0.2013422150967872,151,166,139,226,-0.23968565573850234
523288-06,0.14693232340081797,195,218,193,241,-0.22270778157292137
523860-10,0.35628491887407304,170,185,144,218,0.9561397927988322
523860-01,0.9943576437883309,207,222,193,241,1.4081818629097018
523288-08,0.22411160305054315,155,218,135,173,0.7731352852087153
523860-01,-1.719819582043123,203,160,193,235,-2.275238146947984
523860-04,1.8392545759223147,128,135,124,169,1.7189161852323747
523860-01,-0.3789491963116639,202,168,193,230,-1.2958416394150154
523860-10,-0.09120448547327543,169,172,100,229,0.16047975574144607
523860-10,-1.6264067279037677,174,178,142,236,-2.348783814674352
523860-10,2.4966161705514724,165,190,145,151,2.6999395084819278
523288-08,0.3144648516686796,192,136,130,236,-0.0385040822648946
523288-09,-1.8739002654182861,203,216,192,241,-2.122412886189322
523288-11,-1.1696515199473188,206,168,139,180,-1.354918900735957
523288-06,-0.3786645134819861,205,216,193,241,0.363601227660234
523860-01,-0.026212266392102657,211,216,99,241,-0.049272050708983474
523288-11,0.41227959337721043,207,218,143,241,0.29277287047887673
523288-11,-1.219955209149061,139,171,139,159,-0.9027574333909534
523288-09,-0.3996225007834772,199,222,193,239,-0.48441558040692745
523288-08,0.6884488706886089,107,135,140,176,0.4043995905029169
523288-09,1.0989218663476843,156,145,193,172,0.6822337261461937
523288-11,1.203790867434806,135,151,128,225,1.8915899392077589
523860-04,-1.4365236837673696,202,126,111,220,-1.1890174612308264
523288-11,1.3500752107535885,143,168,130,192,1.3759432384142987
523288-10,-0.22225620909326338,157,145,147,241,-1.3787769697134258
523860-04,-0.6192773916025178,186,125,107,140,-0.3958531422101135
523288-09,-0.7199548103813439,197,219,193,238,-1.7568276486986987
523860-10,-0.29515817329932115,185,184,150,195,0.44695250567336897
523288-11,0.04122411942969121,145,147,140,172,-0.3298933037413931
523860-01,-0.21727446181101612,208,213,193,238,-0.367019807409678
523860-10,-0.38190901113481895,149,196,136,164,-0.22292427690788505
523860-01,-0.2220141441538819,204,205,193,241,0.18758959942223427
523288-06,-0.6587566674677899,211,222,193,241,-0.10721871348093748
523288-06,-0.456931951689578,211,222,193,234,-1.1161716184091715
523288-06,1.3474709173233266,211,222,193,241,1.000590284429117
523288-10,0.5531108377183066,163,132,136,207,0.7180766073446982
523860-10,-1.8115809947076102,134,191,136,183,-0.8891024357425393
523288-08,1.1455224982042207,138,170,140,143,0.3165772871245097
523860-01,0.562618703655101,199,222,193,234,0.7990654405731987
523288-08,0.374820049293891,127,130,132,233,0.38996474244872953
523288-11,1.0255711338799096,140,160,127,193,1.0268195230865709
523860-10,-0.7607267512692001,211,222,193,236,-0.318672216657929
523860-10,0.5972473150444172,183,174,146,160,1.6108421953370269
523860-01,0.8502234893293377,157,216,193,239,1.5873806425415844
523288-10,0.9842356889068513,167,191,142,236,0.8494013488669736
523288-10,-1.0160480591935448,211,222,193,241,-0.8778965951419904
523288-10,1.5921976271383573,197,172,151,213,1.707646066020626
523860-01,0.36217084619178286,211,222,193,241,0.13740787973784302
523860-10,-0.8564451449397181,172,166,147,236,-0.9516798234842719
523860-10,-0.939247815917466,139,191,139,184,-0.5346249839254986
523288-11,-0.7621915869918203,156,177,140,180,0.04288952895551024
523288-10,-0.2886724797224257,166,151,142,222,-1.6317730322843218
523288-11,0.03472386734117095,121,172,125,140,-0.6159097939241083
523860-01,-0.09521664999928824,203,221,145,237,0.42454571583254364
523860-01,1.1671621100986749,208,219,193,241,1.5519642548945745
523860-04,-2.1237766205363577,107,125,99,143,-1.8325548736733845
523860-04,0.9308113183630062,107,125,104,140,0.8243357777696059
523860-01,0.45564798695334424,211,210,113,233,0.10868569317215243
523860-10,-0.5315029531615747,174,173,131,228,-0.22312922641448613
523860-01,-0.5645282446661635,209,222,193,238,0.12991009119652552
523288-06,-0.37174420430209487,211,222,193,241,-0.893641945330158
523860-01,-2.29747091177771,211,219,193,238,-2.639561585936859
523288-06,-0.2176697729061821,211,222,193,231,-0.038181468338382984
523860-04,0.45494885973451304,107,125,118,140,1.0488687135264727
523860-04,-0.20223134963506753,146,169,193,165,-0.30437293160779544
523288-10,0.3418792507652114,160,178,146,185,0.11428601112314007
523860-04,-0.46087515522370776,192,126,121,140,-0.12578834226200014
523288-06,2.670110029857465,205,220,193,241,2.9827106653177675
523860-01,0.02491903560231578,206,212,188,235,0.06519607055145207
523288-10,-2.0168008991643918,210,222,193,241,-2.024865799299392
523288-08,1.4634956652301334,153,212,127,191,1.180612459241138
523860-04,0.3199274005159257,107,125,107,140,0.5651365654579781
523288-10,0.14793618980620368,165,158,149,241,0.8390128982990794
523288-09,-0.5154662122263515,197,218,190,241,-0.37910517187889997
523288-08,-0.058696583828121714,162,186,132,199,0.4617197098977909
523288-06,0.4569289946746163,206,214,193,241,0.6032820340684856
523288-06,-0.3210719784222997,181,222,193,196,-0.5679245958282728
523288-08,-1.2972292197681619,127,151,141,203,-1.1133131174700066
