,DS_85_port1_Return Loss_Result,DS_85_port1_Insertion Loss_Result,DS_85_port1_Insertion Tilt_Result,DS_85_port1_Isolation_Result,DS_85_port1_Max Delta 1_Result,DS_85_port1_Max Delta 2_Result,DS_85_port2_Return Loss_Result,DS_85_port2_Insertion Loss_Result,DS_85_port2_Insertion Tilt_Result,DS_85_port2_Isolation_Result,DS_85_port2_Max Delta 1_Result,DS_85_port4_Max Delta 2_Result,DS_85_port4_PORT-4_Result,DS_85_port4_Return Loss_Result,DS_85_port4_Insertion Loss_Result,DS_85_port4_Insertion Tilt_Result,DS_204_port1_Return Loss_Result,DS_204_port1_Insertion Loss_Result,DS_204_port1_Insertion Tilt_Result,DS_204_port1_Isolation_Result,DS_204_port1_Max Delta 1_Result,DS_204_port1_Max Delta 2_Result,DS_204_port2_Return Loss_Result,DS_204_port2_Insertion Loss_Result,DS_204_port2_Insertion Tilt_Result,DS_204_port2_Isolation_Result,DS_204_port2_Max Delta 1_Result,DS_204_port4_Max Delta 2_Result,DS_204_port4_PORT-4_Result,DS_204_port4_Return Loss_Result,DS_204_port4_Insertion Loss_Result,DS_204_port4_Insertion Tilt_Result,US_85_port1_Return Loss_Result,US_85_port1_Insertion Loss_Result,US_85_port1_PORT-2_Result,US_85_port2_Insertion Loss_Result,US_85_port2_PORT-3_Result,US_85_port3_Insertion Loss_Result,US_85_port3_PORT-4_Result,US_85_port4_Insertion Loss_Result,US_85_port4_----------------------------------------_Result,US_204_port1_Return Loss_Result,US_204_port1_Insertion Loss_Result,US_204_port1_PORT-2_Result,US_204_port2_Insertion Loss_Result,US_204_port2_PORT-3_Result,US_204_port3_Insertion Loss_Result,US_204_port3_PORT-4_Result,US_204_port4_Insertion Loss_Result,US_204_port4_----------------------------------------_Result,kpi
105204410959,-15.52,-15.52,-15.52,-15.52,-15.52,-15.52,-15.53,-15.53,-15.53,-15.53,-15.53,0.6,0.6,0.6,0.6,0.6,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-16.98,-16.98,-16.98,-16.98,-16.98,0.83,0.83,0.83,0.83,0.83,-15.68,-15.68,-15.68,10.7,10.7,10.7,10.7,10.71,10.71,-16.62,-16.62,-16.62,11.04,11.04,11.04,11.04,11.03,11.03,PASSED
105204410534,-16.81,-16.81,-16.81,-16.81,-16.81,-16.81,-17.83,-17.83,-17.83,-17.83,-17.83,1.23,1.23,1.23,1.23,1.23,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-16.09,-16.09,-16.09,-16.09,-16.09,0.77,0.77,0.77,0.77,0.77,-16.14,-16.14,-16.14,10.78,10.78,10.77,10.77,10.77,10.77,-15.25,-15.25,-15.25,11.27,11.27,11.04,11.04,11.04,11.04,PASSED
105205210324,-16.26,-16.26,-16.26,-16.26,-16.26,-16.26,-15.97,-15.97,-15.97,-15.97,-15.97,1.24,1.24,1.24,1.24,1.24,-17.54,-17.54,-17.54,-17.54,-17.54,-17.54,-17.59,-17.59,-17.59,-17.59,-17.59,1.1,1.1,1.1,1.1,1.1,-16.29,-16.29,-16.29,10.78,10.78,11.05,11.05,11.05,11.05,-15.72,-15.72,-15.72,10.98,10.98,11.2,11.2,11.2,11.2,PASSED
105204610623,-15.43,-15.43,-15.43,-15.43,-15.43,-15.43,-15.53,-15.53,-15.53,-15.53,-15.53,1.15,1.15,1.15,1.15,1.15,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.5,-15.5,-15.5,-15.5,-15.5,1.09,1.09,1.09,1.09,1.09,-17.14,-17.14,-17.14,10.79,10.79,10.73,10.73,10.62,10.62,-15.81,-15.81,-15.81,10.95,10.95,10.92,10.92,11.22,11.22,PASSED
105210112187,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-17.42,-17.42,-17.42,-17.42,-17.42,1.24,1.24,1.24,1.24,1.24,-15.81,-15.81,-15.81,-15.81,-15.81,-15.81,-16.17,-16.17,-16.17,-16.17,-16.17,0.96,0.96,0.96,0.96,0.96,-16.56,-16.56,-16.56,10.87,10.87,10.76,10.76,10.35,10.35,-15.81,-15.81,-15.81,10.91,10.91,10.92,10.92,10.59,10.59,PASSED
105210111924,-15.13,-15.13,-15.13,-15.13,-15.13,-15.13,-16.45,-16.45,-16.45,-16.45,-16.45,1.15,1.15,1.15,1.15,1.15,-16.01,-16.01,-16.01,-16.01,-16.01,-16.01,-17.25,-17.25,-17.25,-17.25,-17.25,1.01,1.01,1.01,1.01,1.01,-17.49,-17.49,-17.49,10.95,10.95,10.79,10.79,10.8,10.8,-15.27,-15.27,-15.27,11.07,11.07,11.26,11.26,11.19,11.19,PASSED
105204610589,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.26,-16.26,-16.26,-16.26,-16.26,1.47,1.47,1.47,1.47,1.47,-15.92,-15.92,-15.92,-15.92,-15.92,-15.92,-15.76,-15.76,-15.76,-15.76,-15.76,0.78,0.78,0.78,0.78,0.78,-16.1,-16.1,-16.1,10.99,10.99,11.15,11.15,11.15,11.15,-15.49,-15.49,-15.49,11.03,11.03,11.16,11.16,11.17,11.17,PASSED
105205110963,-16.49,-16.49,-16.49,-16.49,-16.49,-16.49,-16.7,-16.7,-16.7,-16.7,-16.7,1.17,1.17,1.17,1.17,1.17,-15.98,-15.98,-15.98,-15.98,-15.98,-15.98,-18.35,-18.35,-18.35,-18.35,-18.35,0.95,0.95,0.95,0.95,0.95,-17.3,-17.3,-17.3,10.75,10.75,10.9,10.9,10.55,10.55,-15.14,-15.14,-15.14,10.8,10.8,11.06,11.06,10.65,10.65,PASSED
105210112095,-15.1,-15.1,-15.1,-15.1,-15.1,-15.1,-16.42,-16.42,-16.42,-16.42,-16.42,1.01,1.01,1.01,1.01,1.01,-15.03,-15.03,-15.03,-15.03,-15.03,-15.03,-17.48,-17.48,-17.48,-17.48,-17.48,0.9,0.9,0.9,0.9,0.9,-16.86,-16.86,-16.86,10.8,10.8,10.72,10.72,11.36,11.36,-15.58,-15.58,-15.58,11.27,11.27,11.16,11.16,11.15,11.15,PASSED
105204410687,-16.87,-16.87,-16.87,-16.87,-16.87,-16.87,-16.79,-16.79,-16.79,-16.79,-16.79,0.98,0.98,0.98,0.98,0.98,-15.02,-15.02,-15.02,-15.02,-15.02,-15.02,-15.32,-15.32,-15.32,-15.32,-15.32,1.0,1.0,1.0,1.0,1.0,-17.07,-17.07,-17.07,10.65,10.65,10.21,10.21,10.21,10.21,-16.37,-16.37,-16.37,10.82,10.82,10.98,10.98,10.55,10.55,FAILED
105204410666,-15.51,-15.51,-15.51,-15.51,-15.51,-15.51,-15.5,-15.5,-15.5,-15.5,-15.5,0.65,0.65,0.65,0.65,0.65,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.49,-15.49,-15.49,-15.49,-15.49,0.84,0.84,0.84,0.84,0.84,-16.33,-16.33,-16.33,10.7,10.7,11.24,11.24,11.23,11.23,-15.76,-15.76,-15.76,11.03,11.03,11.3,11.3,11.3,11.3,PASSED
105205210530,-15.24,-15.24,-15.24,-15.24,-15.24,-15.24,-16.98,-16.98,-16.98,-16.98,-16.98,0.92,0.92,0.92,0.92,0.92,-16.05,-16.05,-16.05,-16.05,-16.05,-16.05,-16.86,-16.86,-16.86,-16.86,-16.86,0.75,0.75,0.75,0.75,0.75,-16.9,-16.9,-16.9,10.62,10.62,10.96,10.96,10.77,10.77,-15.16,-15.16,-15.16,10.67,10.67,11.0,11.0,10.92,10.92,PASSED
105210112149,-15.06,-15.06,-15.06,-15.06,-15.06,-15.06,-16.17,-16.17,-16.17,-16.17,-16.17,0.83,0.83,0.83,0.83,0.83,-15.07,-15.07,-15.07,-15.07,-15.07,-15.07,-15.4,-15.4,-15.4,-15.4,-15.4,0.8,0.8,0.8,0.8,0.8,-16.12,-16.12,-16.12,11.1,11.1,11.34,11.34,10.8,10.8,-15.14,-15.14,-15.14,11.03,11.03,11.36,11.36,11.15,11.15,PASSED
105205110925,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.42,-15.42,-15.42,-15.42,-15.42,0.64,0.64,0.64,0.64,0.64,-17.88,-17.88,-17.88,-17.88,-17.88,-17.88,-17.55,-17.55,-17.55,-17.55,-17.55,1.13,1.13,1.13,1.13,1.13,-17.09,-17.09,-17.09,10.99,10.99,10.95,10.95,10.96,10.96,-15.86,-15.86,-15.86,11.07,11.07,11.14,11.14,10.89,10.89,PASSED
105204610506,-16.18,-16.18,-16.18,-16.18,-16.18,-16.18,-17.09,-17.09,-17.09,-17.09,-17.09,1.56,1.56,1.56,1.56,1.56,-16.58,-16.58,-16.58,-16.58,-16.58,-16.58,-16.88,-16.88,-16.88,-16.88,-16.88,1.45,1.45,1.45,1.45,1.45,-15.38,-15.38,-15.38,10.88,10.88,10.72,10.72,10.7,10.7,-15.35,-15.35,-15.35,11.08,11.08,11.07,11.07,10.9,10.9,PASSED
105205110765,-15.38,-15.38,-15.38,-15.38,-15.38,-15.38,-15.43,-15.43,-15.43,-15.43,-15.43,1.46,1.46,1.46,1.46,1.46,-17.05,-17.05,-17.05,-17.05,-17.05,-17.05,-17.09,-17.09,-17.09,-17.09,-17.09,1.11,1.11,1.11,1.11,1.11,-17.28,-17.28,-17.28,11.12,11.12,11.05,11.05,11.06,11.06,-15.92,-15.92,-15.92,11.31,11.31,11.14,11.14,11.13,11.13,PASSED
105204410640,-15.9,-15.9,-15.9,-15.9,-15.9,-15.9,-15.91,-15.91,-15.91,-15.91,-15.91,0.59,0.59,0.59,0.59,0.59,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,-16.84,0.89,0.89,0.89,0.89,0.89,-16.01,-16.01,-16.01,10.62,10.62,10.63,10.63,10.64,10.64,-15.34,-15.34,-15.34,10.92,10.92,10.93,10.93,10.93,10.93,PASSED
105210111906,-16.29,-16.29,-16.29,-16.29,-16.29,-16.29,-16.3,-16.3,-16.3,-16.3,-16.3,0.9,0.9,0.9,0.9,0.9,-15.92,-15.92,-15.92,-15.92,-15.92,-15.92,-15.91,-15.91,-15.91,-15.91,-15.91,0.86,0.86,0.86,0.86,0.86,-16.49,-16.49,-16.49,11.12,11.12,10.61,10.61,10.61,10.61,-15.34,-15.34,-15.34,11.19,11.19,11.19,11.19,11.18,11.18,PASSED
105205110851,-17.85,-17.85,-17.85,-17.85,-17.85,-17.85,-17.84,-17.84,-17.84,-17.84,-17.84,0.67,0.67,0.67,0.67,0.67,-17.71,-17.71,-17.71,-17.71,-17.71,-17.71,-17.74,-17.74,-17.74,-17.74,-17.74,0.98,0.98,0.98,0.98,0.98,-17.47,-17.47,-17.47,10.95,10.95,10.96,10.96,10.95,10.95,-15.6,-15.6,-15.6,11.18,11.18,11.19,11.19,11.18,11.18,PASSED
105201610321,-16.31,-16.31,-16.31,-16.31,-16.31,-16.31,-16.26,-16.26,-16.26,-16.26,-16.26,0.52,0.52,0.52,0.52,0.52,-16.15,-16.15,-16.15,-16.15,-16.15,-16.15,-16.09,-16.09,-16.09,-16.09,-16.09,0.9,0.9,0.9,0.9,0.9,-15.91,-15.91,-15.91,10.73,10.73,10.4,10.4,10.4,10.4,-15.3,-15.3,-15.3,10.86,10.86,10.55,10.55,10.55,10.55,PASSED
105205210291,-15.77,-15.77,-15.77,-15.77,-15.77,-15.77,-17.1,-17.1,-17.1,-17.1,-17.1,0.94,0.94,0.94,0.94,0.94,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-16.79,-16.79,-16.79,-16.79,-16.79,0.67,0.67,0.67,0.67,0.67,-17.51,-17.51,-17.51,10.72,10.72,11.21,11.21,11.35,11.35,-15.64,-15.64,-15.64,11.14,11.14,11.12,11.12,11.39,11.39,PASSED
105200910397,-17.03,-17.03,-17.03,-17.03,-17.03,-17.03,-17.01,-17.01,-17.01,-17.01,-17.01,0.77,0.77,0.77,0.77,0.77,-16.35,-16.35,-16.35,-16.35,-16.35,-16.35,-16.36,-16.36,-16.36,-16.36,-16.36,1.26,1.26,1.26,1.26,1.26,-17.01,-17.01,-17.01,10.69,10.69,10.69,10.69,10.69,10.69,-16.82,-16.82,-16.82,11.1,11.1,11.09,11.09,11.09,11.09,PASSED
105210111994,-15.05,-15.05,-15.05,-15.05,-15.05,-15.05,-16.31,-16.31,-16.31,-16.31,-16.31,1.12,1.12,1.12,1.12,1.12,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.82,-15.82,-15.82,-15.82,-15.82,0.81,0.81,0.81,0.81,0.81,-16.51,-16.51,-16.51,10.81,10.81,11.02,11.02,10.77,10.77,-16.07,-16.07,-16.07,11.08,11.08,11.07,11.07,10.95,10.95,FAILED
105210111997,-16.23,-16.23,-16.23,-16.23,-16.23,-16.23,-17.27,-17.27,-17.27,-17.27,-17.27,0.93,0.93,0.93,0.93,0.93,-15.98,-15.98,-15.98,-15.98,-15.98,-15.98,-16.01,-16.01,-16.01,-16.01,-16.01,0.78,0.78,0.78,0.78,0.78,-16.36,-16.36,-16.36,11.33,11.33,11.34,11.34,11.33,11.33,-16.25,-16.25,-16.25,10.87,10.87,10.87,10.87,10.86,10.86,PASSED
105205210460,-16.48,-16.48,-16.48,-16.48,-16.48,-16.48,-16.93,-16.93,-16.93,-16.93,-16.93,0.98,0.98,0.98,0.98,0.98,-15.68,-15.68,-15.68,-15.68,-15.68,-15.68,-15.53,-15.53,-15.53,-15.53,-15.53,0.9,0.9,0.9,0.9,0.9,-16.14,-16.14,-16.14,10.88,10.88,10.5,10.5,10.45,10.45,-15.44,-15.44,-15.44,10.92,10.92,10.55,10.55,10.44,10.44,PASSED
105210111915,-15.94,-15.94,-15.94,-15.94,-15.94,-15.94,-16.32,-16.32,-16.32,-16.32,-16.32,1.44,1.44,1.44,1.44,1.44,-15.92,-15.92,-15.92,-15.92,-15.92,-15.92,-15.38,-15.38,-15.38,-15.38,-15.38,1.2,1.2,1.2,1.2,1.2,-15.97,-15.97,-15.97,10.8,10.8,10.81,10.81,10.64,10.64,-15.55,-15.55,-15.55,10.84,10.84,10.93,10.93,10.63,10.63,PASSED
105210311336,-16.87,-16.87,-16.87,-16.87,-16.87,-16.87,-17.28,-17.28,-17.28,-17.28,-17.28,1.38,1.38,1.38,1.38,1.38,-15.04,-15.04,-15.04,-15.04,-15.04,-15.04,-15.1,-15.1,-15.1,-15.1,-15.1,1.45,1.45,1.45,1.45,1.45,-16.67,-16.67,-16.67,10.89,10.89,11.03,11.03,11.03,11.03,-15.39,-15.39,-15.39,11.11,11.11,11.13,11.13,11.13,11.13,PASSED
105205210124,-16.08,-16.08,-16.08,-16.08,-16.08,-16.08,-15.44,-15.44,-15.44,-15.44,-15.44,1.42,1.42,1.42,1.42,1.42,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-16.86,-16.86,-16.86,-16.86,-16.86,0.58,0.58,0.58,0.58,0.58,-16.17,-16.17,-16.17,10.96,10.96,10.94,10.94,10.94,10.94,-15.22,-15.22,-15.22,10.99,10.99,11.28,11.28,11.28,11.28,PASSED
105210111905,-16.91,-16.91,-16.91,-16.91,-16.91,-16.91,-15.97,-15.97,-15.97,-15.97,-15.97,1.75,1.75,1.75,1.75,1.75,-15.35,-15.35,-15.35,-15.35,-15.35,-15.35,-15.97,-15.97,-15.97,-15.97,-15.97,1.42,1.42,1.42,1.42,1.42,-16.35,-16.35,-16.35,10.85,10.85,11.12,11.12,10.72,10.72,-15.52,-15.52,-15.52,11.01,11.01,11.21,11.21,10.96,10.96,PASSED
105201510210,-17.26,-17.26,-17.26,-17.26,-17.26,-17.26,-17.25,-17.25,-17.25,-17.25,-17.25,1.3,1.3,1.3,1.3,1.3,-16.38,-16.38,-16.38,-16.38,-16.38,-16.38,-16.44,-16.44,-16.44,-16.44,-16.44,1.03,1.03,1.03,1.03,1.03,-17.2,-17.2,-17.2,10.8,10.8,10.8,10.8,10.79,10.79,-15.76,-15.76,-15.76,11.1,11.1,11.1,11.1,11.11,11.11,PASSED
105210112085,-16.35,-16.35,-16.35,-16.35,-16.35,-16.35,-16.33,-16.33,-16.33,-16.33,-16.33,0.5,0.5,0.5,0.5,0.5,-16.16,-16.16,-16.16,-16.16,-16.16,-16.16,-16.12,-16.12,-16.12,-16.12,-16.12,0.82,0.82,0.82,0.82,0.82,-16.6,-16.6,-16.6,11.07,11.07,11.05,11.05,11.05,11.05,-15.37,-15.37,-15.37,11.32,11.32,11.33,11.33,11.33,11.33,PASSED
105205110741,-15.89,-15.89,-15.89,-15.89,-15.89,-15.89,-16.48,-16.48,-16.48,-16.48,-16.48,1.53,1.53,1.53,1.53,1.53,-15.57,-15.57,-15.57,-15.57,-15.57,-15.57,-15.77,-15.77,-15.77,-15.77,-15.77,1.42,1.42,1.42,1.42,1.42,-16.47,-16.47,-16.47,10.97,10.97,11.02,11.02,10.81,10.81,-15.64,-15.64,-15.64,11.17,11.17,11.18,11.18,11.11,11.11,PASSED
105210111977,-15.26,-15.26,-15.26,-15.26,-15.26,-15.26,-15.3,-15.3,-15.3,-15.3,-15.3,1.19,1.19,1.19,1.19,1.19,-16.19,-16.19,-16.19,-16.19,-16.19,-16.19,-16.23,-16.23,-16.23,-16.23,-16.23,1.15,1.15,1.15,1.15,1.15,-16.86,-16.86,-16.86,11.06,11.06,11.07,11.07,11.05,11.05,-15.92,-15.92,-15.92,11.1,11.1,11.12,11.12,11.1,11.1,PASSED
105204610598,-15.91,-15.91,-15.91,-15.91,-15.91,-15.91,-16.09,-16.09,-16.09,-16.09,-16.09,0.75,0.75,0.75,0.75,0.75,-17.16,-17.16,-17.16,-17.16,-17.16,-17.16,-16.36,-16.36,-16.36,-16.36,-16.36,0.83,0.83,0.83,0.83,0.83,-16.67,-16.67,-16.67,10.75,10.75,10.78,10.78,10.65,10.65,-15.23,-15.23,-15.23,10.85,10.85,10.96,10.96,10.92,10.92,PASSED
105205110756,-15.72,-15.72,-15.72,-15.72,-15.72,-15.72,-16.83,-16.83,-16.83,-16.83,-16.83,1.03,1.03,1.03,1.03,1.03,-16.29,-16.29,-16.29,-16.29,-16.29,-16.29,-15.04,-15.04,-15.04,-15.04,-15.04,0.89,0.89,0.89,0.89,0.89,-16.75,-16.75,-16.75,10.91,10.91,10.91,10.91,10.75,10.75,-16.08,-16.08,-16.08,11.25,11.25,11.31,11.31,11.1,11.1,PASSED
105204410746,-15.86,-15.86,-15.86,-15.86,-15.86,-15.86,-16.22,-16.22,-16.22,-16.22,-16.22,1.07,1.07,1.07,1.07,1.07,-15.44,-15.44,-15.44,-15.44,-15.44,-15.44,-15.72,-15.72,-15.72,-15.72,-15.72,1.01,1.01,1.01,1.01,1.01,-17.03,-17.03,-17.03,10.66,10.66,10.85,10.85,10.6,10.6,-15.59,-15.59,-15.59,10.82,10.82,11.05,11.05,10.79,10.79,PASSED
105204610574,-17.59,-17.59,-17.59,-17.59,-17.59,-17.59,-17.02,-17.02,-17.02,-17.02,-17.02,0.78,0.78,0.78,0.78,0.78,-15.61,-15.61,-15.61,-15.61,-15.61,-15.61,-17.41,-17.41,-17.41,-17.41,-17.41,0.95,0.95,0.95,0.95,0.95,-16.33,-16.33,-16.33,10.92,10.92,10.98,10.98,10.68,10.68,-16.81,-16.81,-16.81,11.06,11.06,11.06,11.06,10.75,10.75,FAILED
105204610494,-16.56,-16.56,-16.56,-16.56,-16.56,-16.56,-16.96,-16.96,-16.96,-16.96,-16.96,1.23,1.23,1.23,1.23,1.23,-17.47,-17.47,-17.47,-17.47,-17.47,-17.47,-16.87,-16.87,-16.87,-16.87,-16.87,1.12,1.12,1.12,1.12,1.12,-16.81,-16.81,-16.81,10.64,10.64,10.69,10.69,10.66,10.66,-15.04,-15.04,-15.04,10.88,10.88,11.01,11.01,10.93,10.93,FAILED
105205210242,-16.02,-16.02,-16.02,-16.02,-16.02,-16.02,-17.77,-17.77,-17.77,-17.77,-17.77,1.32,1.32,1.32,1.32,1.32,-16.36,-16.36,-16.36,-16.36,-16.36,-16.36,-16.54,-16.54,-16.54,-16.54,-16.54,0.94,0.94,0.94,0.94,0.94,-17.56,-17.56,-17.56,10.88,10.88,11.3,11.3,10.84,10.84,-15.21,-15.21,-15.21,11.01,11.01,10.93,10.93,10.96,10.96,PASSED
105200910478,-15.79,-15.79,-15.79,-15.79,-15.79,-15.79,-15.78,-15.78,-15.78,-15.78,-15.78,1.14,1.14,1.14,1.14,1.14,-14.4,-14.4,-14.4,-14.4,-14.4,-14.4,-15.65,-15.65,-15.65,-15.65,-15.65,0.84,0.84,0.84,0.84,0.84,-16.63,-16.63,-16.63,10.76,10.76,10.69,10.69,10.35,10.35,-16.15,-16.15,-16.15,11.0,11.0,10.93,10.93,10.72,10.72,PASSED
105210111983,-15.84,-15.84,-15.84,-15.84,-15.84,-15.84,-15.38,-15.38,-15.38,-15.38,-15.38,1.23,1.23,1.23,1.23,1.23,-15.74,-15.74,-15.74,-15.74,-15.74,-15.74,-15.26,-15.26,-15.26,-15.26,-15.26,1.26,1.26,1.26,1.26,1.26,-18.35,-18.35,-18.35,11.18,11.18,11.16,11.16,11.17,11.17,-16.01,-16.01,-16.01,11.24,11.24,11.23,11.23,11.23,11.23,PASSED
105210111929,-16.94,-16.94,-16.94,-16.94,-16.94,-16.94,-15.67,-15.67,-15.67,-15.67,-15.67,0.97,0.97,0.97,0.97,0.97,-16.24,-16.24,-16.24,-16.24,-16.24,-16.24,-15.87,-15.87,-15.87,-15.87,-15.87,0.86,0.86,0.86,0.86,0.86,-16.76,-16.76,-16.76,10.63,10.63,10.86,10.86,10.41,10.41,-16.26,-16.26,-16.26,10.9,10.9,10.92,10.92,10.77,10.77,PASSED
105205110785,-15.55,-15.55,-15.55,-15.55,-15.55,-15.55,-16.15,-16.15,-16.15,-16.15,-16.15,1.12,1.12,1.12,1.12,1.12,-15.43,-15.43,-15.43,-15.43,-15.43,-15.43,-16.2,-16.2,-16.2,-16.2,-16.2,0.89,0.89,0.89,0.89,0.89,-18.96,-18.96,-18.96,10.8,10.8,11.0,11.0,10.8,10.8,-15.41,-15.41,-15.41,11.06,11.06,11.14,11.14,10.98,10.98,PASSED
105204410887,-15.41,-15.41,-15.41,-15.41,-15.41,-15.41,-16.12,-16.12,-16.12,-16.12,-16.12,1.24,1.24,1.24,1.24,1.24,-15.24,-15.24,-15.24,-15.24,-15.24,-15.24,-16.86,-16.86,-16.86,-16.86,-16.86,0.79,0.79,0.79,0.79,0.79,-16.3,-16.3,-16.3,10.62,10.62,10.78,10.78,10.51,10.51,-15.96,-15.96,-15.96,10.97,10.97,11.17,11.17,11.0,11.0,FAILED
105201510253,-16.83,-16.83,-16.83,-16.83,-16.83,-16.83,-16.62,-16.62,-16.62,-16.62,-16.62,1.78,1.78,1.78,1.78,1.78,-15.88,-15.88,-15.88,-15.88,-15.88,-15.88,-15.21,-15.21,-15.21,-15.21,-15.21,1.86,1.86,1.86,1.86,1.86,-16.15,-16.15,-16.15,10.95,10.95,10.87,10.87,10.51,10.51,-15.83,-15.83,-15.83,11.02,11.02,11.1,11.1,11.01,11.01,PASSED
105204610618,-15.02,-15.02,-15.02,-15.02,-15.02,-15.02,-16.3,-16.3,-16.3,-16.3,-16.3,1.06,1.06,1.06,1.06,1.06,-15.13,-15.13,-15.13,-15.13,-15.13,-15.13,-16.52,-16.52,-16.52,-16.52,-16.52,0.87,0.87,0.87,0.87,0.87,-15.48,-15.48,-15.48,10.46,10.46,10.52,10.52,10.46,10.46,-15.23,-15.23,-15.23,10.88,10.88,10.67,10.67,10.52,10.52,PASSED
105210112005,-15.74,-15.74,-15.74,-15.74,-15.74,-15.74,-16.8,-16.8,-16.8,-16.8,-16.8,0.92,0.92,0.92,0.92,0.92,-16.87,-16.87,-16.87,-16.87,-16.87,-16.87,-15.03,-15.03,-15.03,-15.03,-15.03,0.8,0.8,0.8,0.8,0.8,-16.87,-16.87,-16.87,10.8,10.8,11.27,11.27,10.22,10.22,-15.22,-15.22,-15.22,11.17,11.17,11.01,11.01,11.03,11.03,PASSED
105205210343,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.14,-15.14,-15.14,-15.14,-15.14,1.33,1.33,1.33,1.33,1.33,-16.78,-16.78,-16.78,-16.78,-16.78,-16.78,-16.77,-16.77,-16.77,-16.77,-16.77,1.23,1.23,1.23,1.23,1.23,-17.03,-17.03,-17.03,10.68,10.68,10.67,10.67,10.69,10.69,-15.28,-15.28,-15.28,10.95,10.95,10.96,10.96,10.95,10.95,PASSED
105204610555,-17.04,-17.04,-17.04,-17.04,-17.04,-17.04,-17.27,-17.27,-17.27,-17.27,-17.27,0.69,0.69,0.69,0.69,0.69,-16.33,-16.33,-16.33,-16.33,-16.33,-16.33,-17.02,-17.02,-17.02,-17.02,-17.02,0.87,0.87,0.87,0.87,0.87,-17.01,-17.01,-17.01,10.88,10.88,10.85,10.85,10.72,10.72,-16.07,-16.07,-16.07,10.97,10.97,10.97,10.97,10.86,10.86,PASSED
105205210587,-15.71,-15.71,-15.71,-15.71,-15.71,-15.71,-17.51,-17.51,-17.51,-17.51,-17.51,1.17,1.17,1.17,1.17,1.17,-15.45,-15.45,-15.45,-15.45,-15.45,-15.45,-17.47,-17.47,-17.47,-17.47,-17.47,0.95,0.95,0.95,0.95,0.95,-17.94,-17.94,-17.94,10.9,10.9,10.93,10.93,10.63,10.63,-15.68,-15.68,-15.68,11.06,11.06,10.99,10.99,10.81,10.81,PASSED
105204210906,-16.95,-16.95,-16.95,-16.95,-16.95,-16.95,-16.91,-16.91,-16.91,-16.91,-16.91,1.25,1.25,1.25,1.25,1.25,-16.21,-16.21,-16.21,-16.21,-16.21,-16.21,-17.52,-17.52,-17.52,-17.52,-17.52,0.84,0.84,0.84,0.84,0.84,-16.94,-16.94,-16.94,10.84,10.84,10.75,10.75,10.55,10.55,-16.12,-16.12,-16.12,11.06,11.06,10.96,10.96,11.02,11.02,PASSED
105210112063,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.5,-16.5,-16.5,-16.5,-16.5,1.09,1.09,1.09,1.09,1.09,-15.33,-15.33,-15.33,-15.33,-15.33,-15.33,-15.49,-15.49,-15.49,-15.49,-15.49,0.67,0.67,0.67,0.67,0.67,-18.36,-18.36,-18.36,11.01,11.01,10.95,10.95,10.79,10.79,-15.09,-15.09,-15.09,11.24,11.24,10.93,10.93,10.93,10.93,PASSED
105205210429,-15.4,-15.4,-15.4,-15.4,-15.4,-15.4,-15.37,-15.37,-15.37,-15.37,-15.37,1.58,1.58,1.58,1.58,1.58,-15.38,-15.38,-15.38,-15.38,-15.38,-15.38,-15.39,-15.39,-15.39,-15.39,-15.39,1.42,1.42,1.42,1.42,1.42,-17.08,-17.08,-17.08,11.42,11.42,11.41,11.41,11.42,11.42,-15.36,-15.36,-15.36,11.39,11.39,11.39,11.39,11.4,11.4,PASSED
105205110914,-15.68,-15.68,-15.68,-15.68,-15.68,-15.68,-16.29,-16.29,-16.29,-16.29,-16.29,1.2,1.2,1.2,1.2,1.2,-15.02,-15.02,-15.02,-15.02,-15.02,-15.02,-17.21,-17.21,-17.21,-17.21,-17.21,1.24,1.24,1.24,1.24,1.24,-18.14,-18.14,-18.14,10.74,10.74,10.72,10.72,10.44,10.44,-15.36,-15.36,-15.36,11.21,11.21,11.06,11.06,11.05,11.05,PASSED
105200910427,-15.08,-15.08,-15.08,-15.08,-15.08,-15.08,-17.12,-17.12,-17.12,-17.12,-17.12,1.46,1.46,1.46,1.46,1.46,-16.65,-16.65,-16.65,-16.65,-16.65,-16.65,-16.91,-16.91,-16.91,-16.91,-16.91,1.18,1.18,1.18,1.18,1.18,-16.97,-16.97,-16.97,10.45,10.45,11.13,11.13,11.06,11.06,-16.5,-16.5,-16.5,11.14,11.14,11.18,11.18,11.23,11.23,PASSED
